Index_name,Longitude,Latitude,Store1,Store2,Store3,Store4,Store5,Store6,Store7,Store8,Store9,Store10
106,-87.69569430330816,41.9158253020724,1349.02,550.33,939.92,839.33,558.56,1195.23,1737.82,1706.67,2156.34,2266.64
107,-87.69541456734932,41.91035058830273,1316.29,519.8,994.7,942.99,661.56,1298.22,1840.81,1809.67,2259.34,2369.63
108,-87.69846468111506,41.9138288121635,1370.75,620.42,957.22,905.51,596.35,1233.01,1775.6,1744.46,2194.13,2304.42
109,-87.69106942505111,41.9316096458093,1558.51,778.85,976.03,516.3,523.03,946.32,1304.31,1457.76,1722.83,2017.72
110,-87.71799707514326,41.91220159028173,1798.3,877.36,1279.19,1194.14,555.23,1208.69,1993.16,1688.84,2411.68,2424.42
111,-87.71115432901863,41.91801636315138,1585.98,787.29,1133.34,1032.75,436.3,1080.14,1864.61,1560.29,2283.13,2295.87
112,-87.694954866308,41.93154232735899,1661.79,863.09,1077.35,570.81,514.08,954.43,1497.02,1465.87,1915.54,2025.84
113,-87.71577534644365,41.92890483510359,1715.75,917.05,1263.1,941.93,276.28,920.13,1704.59,1400.28,2123.11,2135.85
114,-87.7232915762964,41.91743708960555,1738.08,939.39,1285.43,1184.85,541.69,1127.96,1979.62,1675.31,2398.14,2410.88
115,-87.71077809444057,41.911686477715065,1548.27,742.34,1159.86,1108.16,528.04,1171.88,1956.35,1652.03,2374.87,2387.61
116,-87.72543646350019,41.92636995988615,1832.71,1034.02,1380.06,1075.49,388.43,974.33,1826.36,1522.05,2244.89,2257.63
117,-87.68578119068003,41.92665268021456,1405.06,606.36,869.96,575.85,647.98,1114.78,1397.81,1626.22,1816.33,2186.19
118,-87.70078833524397,41.923170670842,1529.78,731.08,1077.13,880.0,421.76,1063.19,1705.83,1577.12,2124.35,2137.09
119,-87.72447846715986,41.921771926554925,1845.03,1046.33,1392.38,1171.38,487.97,1074.14,1925.9,1621.59,2344.43,2357.17
120,-87.69110822285097,41.93076125096719,1588.53,808.88,1006.05,546.32,530.95,954.23,1496.82,1465.67,1915.34,2025.64
121,-87.70878990738437,41.91684875951049,1538.12,739.42,1085.47,984.89,466.26,1110.1,1840.24,1590.25,2258.76,2271.5
122,-87.70270063043085,41.92768148797163,1533.06,734.36,1080.41,753.04,325.42,936.93,1578.73,1450.03,1997.26,2010.0
123,-87.71645675182306,41.92391467610262,1771.26,972.56,1318.61,1032.14,345.26,998.72,1783.19,1478.87,2201.71,2214.45
124,-87.71771900420171,41.91406319060668,1671.88,942.66,1263.74,1163.15,524.24,1177.71,1962.17,1657.86,2380.69,2393.43
125,-87.70492002232068,41.928342595045926,1570.28,771.58,1117.63,771.33,269.74,909.62,1589.61,1460.9,2008.13,2020.87
126,-87.69382765233814,41.92008998824345,1354.93,556.23,902.28,787.4,501.3,1137.96,1680.55,1649.4,2099.07,2209.37
127,-87.72152164699655,41.91688714643723,1717.33,992.39,1264.68,1164.09,524.39,1143.7,1962.32,1658.0,2380.84,2393.58
128,-87.72342925573115,41.91060738863593,1829.35,908.42,1437.05,1330.94,692.03,1280.24,2129.96,1825.64,2548.48,2561.22
129,-87.68422227030742,41.92112042965267,1310.47,511.78,796.32,601.29,701.65,1264.48,1423.25,1775.92,1841.77,2335.89
130,-87.69144315350952,41.92732717495185,1474.76,676.07,958.6,547.38,528.93,1083.98,1626.57,1595.42,2045.09,2155.39
131,-87.68851345560171,41.92613309569799,1455.72,657.03,920.62,626.51,596.89,1079.63,1448.47,1591.07,1866.99,2151.04
132,-87.72604203598316,41.92354727329986,1893.37,1094.67,1440.72,1184.03,500.63,1079.23,1938.56,1634.24,2357.08,2369.82
133,-87.67860067052759,41.92582198644816,1331.61,551.96,749.13,420.95,684.85,1112.11,1242.91,1623.56,1661.43,2183.52
134,-87.70088875471652,41.929896926775534,1595.93,797.23,1143.28,702.8,345.31,919.35,1561.15,1432.45,1979.67,1992.41
135,-87.72597802104072,41.91236034518414,1893.03,972.09,1430.24,1329.66,690.74,1278.96,2128.68,1824.36,2547.2,2559.94
136,-87.72198045679035,41.9207927642852,1773.55,974.86,1320.91,1133.1,449.75,1066.17,1887.68,1583.36,2306.2,2318.94
137,-87.71445613734898,41.91724118088799,1605.31,806.61,1152.66,1052.07,445.95,1089.8,1874.26,1569.95,2292.78,2305.52
138,-87.68094117031069,41.92223222364965,1318.11,519.41,758.97,563.95,757.3,1268.43,1385.91,1779.88,1804.43,2339.84
139,-87.70102963924188,41.912331216548175,1401.23,614.47,1015.34,963.63,577.28,1218.72,1828.27,1732.65,2246.79,2292.62
140,-87.72665810790235,41.93112088740556,1935.9,1137.2,1483.25,1123.66,409.26,896.28,1808.58,1504.27,2227.11,2239.85
141,-87.72586410234724,41.912706902975366,1906.82,985.88,1420.92,1320.33,681.34,1267.61,2119.27,1814.96,2537.79,2550.53
142,-87.69829490531467,41.91390784810939,1364.5,614.17,950.96,899.26,590.1,1226.76,1769.35,1738.2,2187.88,2298.17
143,-87.70028247391356,41.91707105120225,1432.31,633.61,979.66,879.07,514.08,1155.52,1744.5,1713.35,2163.02,2273.32
144,-87.71780736912856,41.9285454475502,1741.63,942.93,1288.98,967.81,254.63,908.09,1692.56,1388.24,2111.08,2123.82
145,-87.70142179915462,41.91893161623166,1466.32,667.63,1013.68,913.09,469.58,1111.02,1733.6,1624.94,2152.12,2184.91
146,-87.71635380599167,41.92624471077484,1718.63,919.93,1265.98,961.41,308.43,952.27,1736.74,1432.42,2155.26,2168.0
147,-87.71818614998372,41.92350650331759,1788.52,989.82,1335.87,1031.3,344.42,997.88,1782.35,1478.03,2200.87,2213.61
148,-87.69991634106343,41.92749064412848,1522.81,724.12,1070.17,745.76,406.1,1021.5,1564.09,1532.94,1982.61,2092.91
149,-87.70691338178156,41.92843054267511,1587.32,788.63,1134.67,813.51,256.18,897.62,1587.21,1377.77,2005.73,2018.47
150,-87.69291282199354,41.92133128828041,1361.81,563.11,909.16,758.1,521.05,1158.82,1580.06,1670.26,1998.58,2230.23
151,-87.72593453036095,41.92127842915792,1859.59,1060.89,1406.94,1216.66,533.3,1119.57,1971.23,1666.92,2389.76,2402.5
152,-87.69953456564159,41.92637765298681,1510.44,711.75,1057.8,733.39,405.24,1009.13,1551.72,1520.57,1970.24,2080.54
153,-87.68645986556878,41.931264445875335,1468.91,689.26,886.43,431.95,532.0,955.28,1253.91,1466.72,1672.43,2026.69
154,-87.70174606403154,41.91738573132915,1432.57,633.88,979.93,879.34,478.95,1120.39,1742.97,1634.31,2161.49,2194.28
155,-87.7063063593331,41.927151378341925,1560.82,762.12,1108.17,841.51,314.44,955.88,1645.47,1436.03,2063.99,2076.73
156,-87.69910545990517,41.92020521236554,1444.94,646.25,992.29,881.07,483.75,1122.67,1665.26,1634.11,2083.78,2194.08
157,-87.72516748531734,41.92015471476299,1837.7,1039.0,1385.05,1194.77,511.42,1097.68,1949.35,1645.03,2367.87,2380.61
158,-87.69804271190533,41.92658748235242,1483.56,684.87,1030.92,706.51,411.55,982.25,1524.84,1493.69,1943.36,2053.66
159,-87.69794863410473,41.93149326130052,1574.64,775.95,1122.0,628.59,426.93,904.33,1446.93,1415.78,1865.45,1975.74
160,-87.7229328095566,41.92788691049259,1809.07,1010.38,1356.43,1035.26,338.52,926.18,1776.45,1472.13,2194.97,2207.71
161,-87.71411050778984,41.915131712099104,1606.05,877.86,1197.91,1097.33,492.03,1135.87,1920.34,1616.02,2338.86,2351.6
162,-87.7043087169519,41.91033769688373,1430.73,627.41,1104.17,1052.46,643.94,1287.78,1914.73,1806.07,2333.25,2366.04
163,-87.684490769468,41.918016296393375,1253.29,454.59,758.99,658.58,628.1,1264.76,1480.54,1776.2,1899.06,2336.17
164,-87.68750697783,41.92266685436046,1359.71,561.01,835.79,640.77,610.0,1172.83,1462.73,1684.27,1881.25,2244.24
165,-87.6912752175942,41.91828533776071,1302.25,503.56,849.61,749.02,559.27,1195.93,1570.98,1707.38,1989.5,2267.34
166,-87.69255329733218,41.931359329152194,1616.02,836.36,1033.54,527.0,487.33,910.62,1453.21,1422.06,1871.73,1982.03
167,-87.69651379573614,41.924838170942266,1441.46,642.76,988.81,742.08,402.55,1017.82,1560.41,1529.26,1978.93,2089.23
168,-87.70323372247086,41.92424298116958,1541.02,742.33,1088.38,833.26,375.02,1016.46,1659.09,1530.38,2077.61,2090.35
169,-87.70038075303405,41.92593619981218,1518.22,719.53,1065.58,765.34,383.67,1022.6,1583.67,1552.52,2002.19,2112.49
170,-87.70799587337636,41.9130389132819,1537.75,731.96,1149.34,1073.5,555.96,1199.8,1929.94,1679.95,2348.46,2361.2
171,-87.70874864047597,41.9219174473743,1680.36,881.66,1227.71,959.63,394.69,1038.53,1764.31,1518.68,2182.83,2195.57
172,-87.67792089648574,41.92121198512401,1260.83,462.14,690.67,495.65,771.49,1200.13,1317.61,1711.57,1736.13,2271.54
173,-87.67985177619184,41.91399584936799,1149.99,351.29,710.64,658.94,713.63,1350.29,1480.9,1861.74,1899.42,2421.7
174,-87.70688921869674,41.91153137089509,1478.14,672.11,1156.31,1104.6,639.0,1282.85,1966.87,1763.0,2385.39,2418.18
175,-87.69648940308822,41.91559799792557,1353.35,554.66,945.84,845.25,547.7,1184.37,1726.96,1695.81,2145.48,2255.78
176,-87.71029482870482,41.92664699860299,1633.49,834.8,1180.84,876.27,280.11,923.96,1646.69,1404.1,2065.21,2077.95
177,-87.7124320062605,41.92425232266687,1706.35,907.65,1253.7,949.13,296.2,940.04,1724.51,1420.19,2143.03,2155.77
178,-87.7223945768616,41.92321837111864,1828.65,1029.95,1376.0,1119.31,435.9,1037.44,1873.83,1569.52,2292.35,2305.09
179,-87.72273600153233,41.92798196423387,1812.4,1013.7,1359.75,1038.58,341.84,929.5,1779.77,1475.45,2198.29,2211.03
180,-87.70188274253039,41.92891305287731,1564.36,765.66,1111.71,765.41,319.23,927.99,1569.79,1441.08,1988.31,2001.05
181,-87.71874409443927,41.91362260084191,1658.41,894.86,1244.88,1193.17,593.61,1237.45,2021.92,1717.6,2440.44,2453.18
182,-87.69149401962672,41.91632578290912,1315.66,516.96,891.57,790.98,600.12,1236.79,1612.94,1748.23,2031.46,2308.2
183,-87.72183414118932,41.91433643964479,1707.57,978.35,1299.43,1198.84,559.93,1179.32,1997.86,1693.54,2416.38,2429.12
184,-87.70890703012748,41.92784545648833,1632.81,834.11,1180.16,858.99,253.03,896.87,1619.61,1377.02,2038.13,2050.87
185,-87.69798965265042,41.91444911736119,1413.52,626.78,1027.63,946.22,606.83,1248.27,1811.75,1780.6,2230.27,2340.56
186,-87.71532549595615,41.91276062216234,1660.16,852.98,1246.62,1169.89,564.59,1208.43,1992.9,1688.58,2411.42,2424.16
187,-87.68650596455842,41.91585907547504,1364.19,565.49,936.14,835.56,710.26,1346.93,1657.51,1858.37,2076.03,2418.33
188,-87.70196915444347,41.92445808625992,1516.38,717.68,1063.73,813.32,355.08,996.52,1639.15,1510.44,2057.67,2070.41
189,-87.6841607011681,41.93108274878215,1477.87,698.22,895.39,403.75,577.46,1011.68,1225.71,1523.12,1644.23,2083.09
190,-87.6962797254875,41.91689293730435,1372.14,573.45,919.5,818.91,538.14,1174.8,1717.4,1686.25,2135.92,2246.21
191,-87.7178323314895,41.91341383738379,1675.47,946.26,1267.33,1166.75,527.84,1181.3,1965.77,1661.45,2384.29,2397.03
192,-87.71519361020938,41.921916468770185,1695.84,897.15,1243.19,1019.45,370.05,1013.89,1798.36,1494.04,2216.88,2229.62
193,-87.71633775406751,41.92161309466351,1736.48,937.78,1283.83,1061.22,379.77,1033.24,1817.7,1513.39,2236.23,2248.97
194,-87.70485953570085,41.93050620983367,1617.56,818.87,1164.92,743.18,288.91,887.78,1567.77,1439.07,1986.3,1999.04
195,-87.70433335271214,41.92264547103685,1547.2,748.51,1094.56,894.42,436.17,1077.61,1720.25,1591.54,2138.77,2151.51
196,-87.67894995382201,41.929111981694746,1601.13,821.48,1046.14,455.58,761.08,1403.95,1277.54,1723.46,1696.06,2283.42
197,-87.69820145104822,41.91054241174398,1350.3,553.33,1031.66,979.96,658.23,1299.67,1845.01,1813.86,2263.53,2373.83
198,-87.68906835037136,41.91699175121244,1288.46,489.77,835.81,735.23,590.68,1227.34,1557.19,1738.78,1975.71,2298.75
199,-87.71819869181321,41.910597093465306,1771.13,850.19,1299.85,1232.15,593.24,1246.7,2031.17,1726.85,2449.69,2462.43
200,-87.70384353922472,41.91051852755396,1427.65,630.68,1109.02,1057.31,649.45,1293.3,1920.25,1811.59,2338.77,2371.56
201,-87.71501881044047,41.921884181351125,1692.02,893.32,1239.37,1015.62,366.22,1010.07,1794.53,1490.22,2213.05,2225.79
202,-87.7094942641674,41.92771726898012,1624.66,825.96,1172.01,850.84,244.88,888.72,1611.46,1368.87,2029.98,2042.72
203,-87.69353421366013,41.92150736907976,1384.48,585.78,931.83,782.98,524.09,1160.75,1703.34,1672.19,2121.86,2232.16
204,-87.71425452118396,41.91720909900714,1611.44,812.74,1158.79,1058.21,452.08,1095.93,1880.39,1576.08,2298.92,2311.66
205,-87.69660648694973,41.92475643755678,1464.12,665.42,1011.47,762.36,422.83,1038.1,1580.69,1549.54,1999.21,2109.51
206,-87.67811453687754,41.91213746299611,1102.66,303.96,717.43,665.73,746.9,1370.21,1487.69,1881.65,1906.21,2441.62
207,-87.70508490338283,41.92357205072757,1525.96,727.26,1073.31,873.17,414.93,1056.37,1699.0,1570.29,2117.52,2130.26
208,-87.68354639980089,41.92667497020198,1449.71,670.06,867.24,539.05,669.5,1096.77,1361.01,1608.21,1779.53,2168.18
209,-87.68570996156582,41.92528660129798,1396.87,598.17,861.76,567.66,642.27,1109.07,1389.61,1620.52,1808.13,2180.48
210,-87.71633909322937,41.92211344274868,1737.63,938.94,1284.99,1061.36,388.04,1041.5,1825.97,1521.65,2244.49,2257.23
