percDelayed;averageDelay;percBundled;percReassignedOrders;percReassignedCouriers
0.0779048;14.623;0.114863;0.0837543;0
0.0773639;14.5658;0.117739;0.0760615;0
0.109307;22.1642;0.137922;0.0917762;0
0.100488;19.4516;0.132614;0.0819841;0
0.0724111;15.0916;0.113418;0.0864262;0
0.103776;21.2949;0.133573;0.0950424;0
0.0917837;17.6937;0.121685;0.0837234;0
0.106229;25.1696;0.1313;0.0922719;0
0.108589;23.3454;0.131287;0.0887284;0
0.0715031;15.476;0.118476;0.0900313;0
0.0824687;14.7981;0.105879;0.0806065;0
0.0858625;15.3914;0.116991;0.0835279;0
0.0877751;14.3217;0.11615;0.0864492;0
0.0945626;18.4182;0.127134;0.0885211;0
0.0889718;20.3255;0.10895;0.075919;0
0.0965894;22.019;0.12705;0.0859151;0
0.0674686;14.2963;0.103295;0.0883891;0
0.0959673;19.0465;0.134507;0.0888208;0
0.100186;20.5403;0.130481;0.0831783;0
0.0703971;12.2127;0.118102;0.0796802;0
0.116688;26.1213;0.136093;0.0752911;0
0.0790637;14.2744;0.113394;0.0795839;0
0.0642178;9.25819;0.103858;0.0827167;0
0.0689386;11.9488;0.104318;0.0850676;0
0.0779549;13.9263;0.134649;0.0908631;0
0.0655308;11.2548;0.115596;0.0754915;0
0.0730042;11.9898;0.104779;0.0856092;0
0.122784;28.1503;0.14205;0.0868225;0
0.103529;20.3773;0.136741;0.0895174;0
0.0639642;10.1745;0.112135;0.0744933;0
0.06892;11.7478;0.107737;0.0847637;0
0.0788007;15.0817;0.108782;0.0846378;0
0.0481255;7.86147;0.0906674;0.0699282;0
0.0502912;7.44733;0.104817;0.0788777;0
0.139621;33.9984;0.14568;0.0824552;0
0.0701895;11.6781;0.111022;0.0856685;0
0.0648692;10.5739;0.115857;0.0806193;0
0.0679206;13.3399;0.100052;0.077325;0
0.0740741;12.528;0.111376;0.0777778;0
0.0968258;20.0568;0.1259;0.0741531;0
0.107171;25.7003;0.122406;0.0840557;0
0.0471518;7.06023;0.0902153;0.0700463;0
0.0836809;15.0477;0.135819;0.088634;0
0.0571429;10.1172;0.0970899;0.0716931;0
0.0856842;16.2992;0.113367;0.083575;0
0.103726;17.8794;0.131168;0.0850957;0
0.104199;26.1115;0.12336;0.076378;0
0.0745693;12.5726;0.122911;0.0861404;0
0.0728441;13.0726;0.103374;0.0725763;0
0.0863589;16.0096;0.125259;0.0842842;0
0.108503;23.1288;0.129108;0.0811163;0
0.0622995;11.2043;0.102139;0.0796791;0
0.118191;26.2898;0.131412;0.0912216;0
0.0735294;13.8086;0.105779;0.0807534;0
0.08519;16.0621;0.121363;0.0880734;0
0.0908123;19.5987;0.116644;0.0788282;0
0.0746975;13.5721;0.110994;0.0768017;0
0.0605164;11.1923;0.10355;0.070199;0
0.0917999;18.5199;0.120939;0.0843218;0
0.0837209;12.1935;0.119897;0.0821705;0
0.0757024;12.7614;0.123049;0.0850676;0
0.115434;26.6012;0.137958;0.0801126;0
0.0428845;7.0295;0.0936902;0.0701994;0
0.0614194;9.53832;0.106065;0.0722581;0
0.0757576;13.169;0.114681;0.0849007;0
0.0773663;13.0305;0.108368;0.0762689;0
0.073687;13.0465;0.109747;0.0851842;0
0.0636364;10.7338;0.111688;0.0836364;0
0.0846589;17.2238;0.111081;0.0768401;0
0.090249;20.6162;0.112293;0.0767635;0
0.0634386;9.7825;0.120922;0.077421;0
0.0756434;14.7213;0.115675;0.0831817;0
0.0787958;13.3594;0.122775;0.0808901;0
0.0857435;16.9332;0.123112;0.0790888;0
0.0767016;12.7524;0.121466;0.0772251;0
0.0654891;11.4851;0.105163;0.0820652;0
0.079262;15.5613;0.114605;0.0771829;0
0.0898376;15.347;0.12572;0.0900995;0
0.0869231;15.7597;0.131026;0.0846154;0
0.0692652;12.1501;0.116671;0.075586;0
0.0862115;17.7146;0.114056;0.0829987;0
0.111197;24.5222;0.138545;0.0861713;0
0.0728723;10.9979;0.116489;0.0819149;0
0.071708;12.0021;0.121252;0.084485;0
0.105277;24.2288;0.136479;0.0865043;0
0.0917672;19.2008;0.121657;0.0786576;0
0.110118;19.3099;0.136433;0.091722;0
0.0821281;14.6945;0.108471;0.0787707;0
0.0767834;15.3764;0.111543;0.077821;0
0.0880272;15.2701;0.125491;0.0861933;0
0.0927536;18.3065;0.121739;0.086166;0
0.0959938;19.5432;0.130073;0.0832466;0
0.0816379;18.2001;0.118208;0.0816379;0
0.063384;10.2669;0.104767;0.0806705;0
0.0996377;19.507;0.125518;0.0885093;0
0.109656;21.4027;0.141757;0.0865434;0
0.100287;19.6302;0.128232;0.0893184;0
0.0708539;12.8868;0.115494;0.0763042;0
0.0772487;13.6413;0.114021;0.0822751;0
0.0698953;11.8377;0.104974;0.0798429;0
0.119029;24.6039;0.125742;0.0862381;0
0.0737834;12.5808;0.121141;0.0824176;0
0.0686763;12.951;0.115858;0.0817824;0
0.0744874;14.272;0.113937;0.0791591;0
0.0753226;12.0242;0.117461;0.0855939;0
0.0978261;17.1152;0.130176;0.0838509;0
0.076943;13.4767;0.118912;0.0831606;0
0.0843882;16.5662;0.123945;0.0801688;0
0.0681699;10.5131;0.113791;0.0825905;0
0.0693964;12.5235;0.105291;0.0765754;0
0.0604009;8.78521;0.116897;0.078365;0
0.072784;13.5636;0.111775;0.081882;0
0.123198;26.8495;0.144953;0.0958766;0
0.0652632;10.4005;0.107895;0.0802632;0
0.106247;24.0589;0.138249;0.0890937;0
0.0728597;12.5303;0.112933;0.0869113;0
0.0786695;15.2421;0.115364;0.0831573;0
0.0921252;17.7466;0.132256;0.0931348;0
0.0717442;14.3514;0.106577;0.0738238;0
0.053429;10.4343;0.0927698;0.0741627;0.043328
0.0801323;14.0214;0.111168;0.0895446;0.051132
0.0687419;11.8169;0.102205;0.0796368;0.049546
0.0616038;10.5996;0.0950611;0.0695698;0.0406267
0.0716724;15.0039;0.0937254;0.0782358;0.0504069
0.0561857;9.04643;0.0931153;0.0786072;0.0519652
0.0862294;19.2906;0.115495;0.0742096;0.0418082
0.0684571;11.4065;0.0982096;0.0739863;0.0439705
0.061187;11.1184;0.106355;0.0853466;0.0483193
0.0860676;17.1949;0.114841;0.095154;0.0519939
0.0720604;16.6998;0.0944329;0.0855879;0.0483871
0.0685597;10.6705;0.0941417;0.0716296;0.0388846
0.0674736;12.0616;0.10018;0.0885913;0.0522792
0.109554;26.9926;0.119236;0.0899363;0.0512102
0.053953;9.22516;0.0849359;0.0683761;0.0456731
0.0916578;19.6047;0.102019;0.0770457;0.0438363
0.0683761;14.618;0.0942761;0.0745921;0.043512
0.074427;12.8447;0.105331;0.0741695;0.0448107
0.0652174;11.4814;0.0917285;0.0840403;0.050106
0.0831568;17.1126;0.112023;0.0818326;0.0495233
0.0792393;14.495;0.106181;0.0789752;0.0462229
0.0559611;10.6753;0.0870506;0.0675858;0.0432549
0.0702983;12.7982;0.0993515;0.0798962;0.045655
0.0611709;10.7632;0.0997637;0.0787608;0.0504069
0.0755107;15.4223;0.0990432;0.0806827;0.0488751
0.0655908;11.8917;0.10177;0.0809474;0.0471109
0.0803109;14.0567;0.105181;0.0852332;0.0476684
0.0458763;7.59613;0.0798969;0.0716495;0.0458763
0.0675997;11.6876;0.104568;0.0742012;0.0417217
0.0601464;11.5424;0.0899582;0.0742678;0.0462866
0.0648124;11.9927;0.0947258;0.0729467;0.0398845
0.0971489;21.0483;0.114308;0.0868532;0.0459345
0.0541393;9.6707;0.086728;0.0746386;0.0462549
0.0671937;12.0696;0.0990777;0.0790514;0.0474308
0.0204678;2.26688;0.178628;0.0675173;0.0287081
0.0206054;1.78097;0.19766;0.0697024;0.026202
0.0490831;9.24299;0.0822546;0.0733549;0.0458468
0.0391699;5.75668;0.193256;0.075227;0.028275
0.0541612;9.25733;0.0900925;0.0768824;0.0491413
0.0183218;1.6564;0.18136;0.0634626;0.02735
0.0312418;2.8514;0.195327;0.0669467;0.0249409
0.0821014;17.3619;0.100053;0.0778775;0.0451426
0.0382485;3.62859;0.178317;0.0741229;0.0329728
0.0621897;8.86621;0.201986;0.0731644;0.0300496
0.0650259;12.179;0.111658;0.0740933;0.0479275
0.0458136;5.64771;0.198789;0.0697736;0.0300158
0.0612946;12.3361;0.0911493;0.07107;0.0425363
0.0677521;8.7072;0.185924;0.0672269;0.0241597
0.0802625;14.6805;0.226401;0.0779909;0.0265018
0.09315;18.5138;0.109756;0.0775817;0.0425532
0.0702393;14.5034;0.184443;0.0704995;0.0291363
0.0697368;13.1655;0.0965789;0.0839474;0.0426316
0.0560246;8.4024;0.178818;0.0741878;0.0327449
0.0378573;4.72109;0.194952;0.0757147;0.0332217
0.0759561;17.1725;0.0938754;0.0759561;0.0486761
0.105987;34.1661;0.216306;0.0749045;0.026242
0.0535022;7.08219;0.0868441;0.0759886;0.0410959
0.0331197;4.4164;0.159188;0.0633013;0.028312
0.0850159;19.2062;0.183581;0.0714665;0.0324123
0.0669155;12.3863;0.0954412;0.0855772;0.0530525
0.0668221;10.5796;0.184408;0.0675991;0.021497
0.0516749;8.95923;0.0888081;0.0737471;0.043625
0.100953;24.1097;0.235385;0.0816379;0.0283286
0.0164369;1.31416;0.150583;0.0649523;0.0315483
0.0822199;15.9317;0.104573;0.0804214;0.0488181
0.0564089;9.08316;0.197564;0.0675318;0.0243644
0.040412;4.52272;0.209456;0.072636;0.0253566
0.0499336;7.87198;0.0818061;0.0743692;0.0456839
0.0616383;9.30684;0.156258;0.0659638;0.0297378
0.081526;17.0055;0.105827;0.0752548;0.0465116
0.045655;6.76109;0.189883;0.0809339;0.030869
0.0186401;1.86033;0.182725;0.0601208;0.0252035
0.104134;25.2403;0.115504;0.0891473;0.0465116
0.0625808;13.9219;0.200672;0.0773209;0.0307732
0.0515184;9.9013;0.0954447;0.0702278;0.0414859
0.0520562;9.74779;0.176731;0.0744404;0.0288912
0.011658;0.850259;0.205959;0.0712435;0.0251295
0.0681642;11.7808;0.101214;0.0790085;0.046992
0.017268;1.12809;0.164433;0.0641753;0.0298969
0.0641669;10.0531;0.181938;0.0710325;0.0295749
0.0797788;14.7256;0.100579;0.0768826;0.0466035
0.0319038;3.99163;0.178347;0.0661611;0.0287657
0.0880802;18.5517;0.106013;0.0788502;0.0424578
0.0585148;8.88113;0.182367;0.06455;0.0267646
0.092397;23.4844;0.19245;0.0799894;0.0253432
0.0736842;16.1492;0.0971053;0.0778947;0.0431579
0.0268068;2.55427;0.179501;0.0693824;0.0278581
0.0619011;11.0756;0.10101;0.0707071;0.043512
0.0611331;10.292;0.198419;0.0693017;0.0229249
0.0202265;1.8897;0.163161;0.069849;0.0296656
0.0670103;11.6961;0.0943299;0.0775773;0.0474227
0.0190225;1.53554;0.163012;0.0681638;0.0264201
0.0689018;14.7268;0.163411;0.063622;0.0237592
0.0853225;15.4276;0.117064;0.0812595;0.0459624
0.0404145;5.36762;0.215544;0.0787565;0.0297927
0.0787689;18.4191;0.105373;0.0863328;0.051904
0.0494055;5.58124;0.166182;0.069749;0.0293263
0.0697976;10.5215;0.194344;0.0814738;0.0337312
0.084949;18.1645;0.108418;0.0846939;0.0540816
0.0302632;3.50658;0.177632;0.0644737;0.0242105
0.0973361;21.1522;0.11501;0.0883709;0.0514857
0.0422573;4.81947;0.176785;0.0633859;0.021931
0.0170587;1.40863;0.16671;0.0731455;0.028948
0.0543392;8.87391;0.084938;0.0738591;0.0414139
0.0495868;6.40816;0.173021;0.0661157;0.0269262
0.086546;16.4713;0.109887;0.0878573;0.0514031
0.040509;5.07219;0.163854;0.0659569;0.0306414
0.0470195;5.86151;0.204265;0.0752826;0.0282631
0.0747517;13.7776;0.11448;0.0784109;0.0449556
0.00743692;0.498539;0.148473;0.0640106;0.0324037
0.0726418;8.87849;0.183956;0.0708127;0.0274366
0.0630365;11.5714;0.0912017;0.0761803;0.0418455
0.0754522;18.2894;0.2;0.0710594;0.026615
0.0829672;17.5066;0.1145;0.0785733;0.0449729
0.0536876;6.53769;0.172722;0.0721258;0.0249458
0.0322747;3.72863;0.19055;0.067906;0.023496
0.0494834;8.84475;0.0785753;0.0753127;0.0445895
0.0573986;8.4821;0.181411;0.0718799;0.0289626
0.107115;22.3098;0.122528;0.0904187;0.0526586
0.0843882;22.3444;0.20596;0.0719937;0.0276899
0.0628947;10.785;0.190789;0.0784211;0.0265789
0.0655738;12.1931;0.0952381;0.0712985;0.0408535
0.0525771;6.2963;0.193732;0.0660451;0.026677
0.0644391;11.9059;0.0938743;0.0702731;0.0434898
0.021134;2.22474;0.19201;0.0729381;0.0311856
0.0469782;5.51651;0.226257;0.0764347;0.0233621
0.0526316;9.08293;0.0919127;0.0865212;0.0528883
0.0555556;10.8824;0.204486;0.0758998;0.029734
0.0530612;8.6926;0.215816;0.0765306;0.0308673
0.0620011;11.7153;0.0934007;0.072645;0.0447046
0.0632684;11.3015;0.20876;0.0765881;0.0258709
0.0674431;10.6891;0.086403;0.0709642;0.0406284
0.015827;1.41124;0.173569;0.0672646;0.0292799
0.0427485;4.60084;0.201154;0.06845;0.0257015
0.0793067;19.318;0.106092;0.0769433;0.041229
0.0559331;7.85938;0.20047;0.0687402;0.0277052
0.0667186;11.054;0.0978712;0.0895639;0.0529595
0.0375536;4.4198;0.15397;0.0667918;0.0337983
0.0625485;10.2579;0.204963;0.0770225;0.0281727
0.0593595;10.8394;0.094767;0.0799271;0.0466024
0.0212072;2.12534;0.151713;0.0644372;0.0266449
0.0588079;11.3834;0.0840873;0.0790314;0.0497605
0.100694;18.1356;0.217056;0.0737221;0.0274852
0.0176945;1.60656;0.190736;0.0793651;0.0327869
0.0855057;17.757;0.111835;0.0797706;0.0461418
0.0421639;6.09785;0.171573;0.0631132;0.0265182
0.0395379;5.82131;0.206932;0.0808729;0.0287548
0.0759754;13.9102;0.103696;0.0805955;0.0539014
0.0300692;3.19133;0.187334;0.0723789;0.0260777
0.0814621;17.723;0.109138;0.0853786;0.0451697
0.0506501;7.93364;0.162514;0.0604009;0.0249187
0.0535714;9.15966;0.167017;0.071166;0.0267857
0.0753662;15.7257;0.0948069;0.0761651;0.0460719
0.0288162;2.95171;0.194444;0.0739875;0.0259605
0.0570819;9.86903;0.0848226;0.0666844;0.0389437
0.0398334;6.75371;0.18641;0.066389;0.0273366
0.0260777;2.6397;0.154071;0.0612028;0.0300692
0.0599251;9.77261;0.0955056;0.0805243;0.0452113
0.117049;31.94;0.223149;0.076121;0.0250261
0.0609426;10.2316;0.0915493;0.0771939;0.0471289
0.0551848;9.0077;0.203542;0.0759754;0.025154
0.0569191;6.02115;0.201044;0.0691906;0.0281984
0.0403375;6.40364;0.0790931;0.0640654;0.0442921
0.0513981;6.78615;0.166977;0.0727031;0.0319574
0.0440117;5.19632;0.183516;0.0704188;0.022406
0.0744708;14.2367;0.0999745;0.0839072;0.0476919
0.0401284;4.79561;0.186463;0.0690209;0.02916
0.0877102;18.2305;0.110996;0.0864166;0.0452781
0.0249187;2.96696;0.168743;0.071506;0.0308776
0.0160823;1.17005;0.181387;0.0619562;0.0253098
0.0676931;12.9328;0.103;0.0748606;0.0427396
0.0721755;11.7641;0.217292;0.0833971;0.034175
0.075853;12.8675;0.100525;0.0748032;0.043832
0.094696;20.1785;0.196636;0.0708926;0.0305304
0.043536;4.51606;0.178126;0.0671622;0.0299973
0.072176;14.7701;0.102495;0.0660048;0.0381004
0.0619423;11.743;0.194488;0.0742782;0.0322835
0.121339;35.5709;0.116109;0.0891736;0.0439331
0.0896163;18.4722;0.190233;0.072176;0.0268312
0.109833;43.3951;0.201098;0.0721757;0.0243201
0.0882892;18.5198;0.110034;0.0851454;0.0503013
0.0702122;11.738;0.209327;0.0796437;0.0267226
0.0472545;5.60797;0.190338;0.0731257;0.0256072
0.0747096;11.6439;0.0982049;0.0836853;0.0493664
0.0712287;14.6365;0.198423;0.0717375;0.0272195
0.0964131;22.8105;0.117273;0.08522;0.046553
0.0174142;1.38338;0.185224;0.0686016;0.028496
0.0507432;8.69938;0.189903;0.0732957;0.028447
0.0596306;9.45805;0.0973615;0.0751979;0.0456464
0.0827404;15.966;0.212648;0.0753623;0.0268775
0.0953357;21.7909;0.111738;0.0914915;0.053306
0.0267479;2.56939;0.175583;0.0683263;0.0325742
0.0668765;12.9748;0.184894;0.0710726;0.0280619
0.10224;19.0261;0.105665;0.0756258;0.0432148
0.101565;25.0567;0.202103;0.069505;0.0253911
0.0704628;10.4958;0.213729;0.0689028;0.0223609
0.0754767;15.7585;0.0995763;0.0807733;0.0455508
0.0388428;4.78757;0.180016;0.0669703;0.0289312
0.0862838;16.9609;0.0991345;0.074482;0.042224
0.0284259;2.27192;0.171896;0.0686511;0.0257442
0.0291712;2.79117;0.15458;0.0624318;0.025627
0.085663;19.6163;0.113875;0.0825853;0.0459092
0.0406397;3.89434;0.179339;0.0734137;0.0293655
0.0808632;14.7415;0.108164;0.0863235;0.0525221
0.0500255;7.22435;0.174834;0.0727412;0.0308831
0.0972652;19.0263;0.214654;0.0789474;0.0304438
0.0835789;14.7262;0.107956;0.0715242;0.0393785
0.0910989;24.4312;0.213521;0.0814409;0.027669
0.0624832;11.3121;0.0976133;0.0817914;0.0466613
0.049017;6.42621;0.189253;0.0720839;0.0304063
0.14282;49.2104;0.222222;0.0721835;0.0262954
0.0706107;12.4588;0.0847873;0.0796074;0.0458015
0.0685567;14.8662;0.198196;0.0734536;0.0278351
0.024187;1.90621;0.169309;0.0696049;0.0290245
0.0650236;11.3471;0.0912428;0.0715784;0.0469324
0.0842023;12.3321;0.199166;0.0680396;0.0226799
0.0661052;11.4706;0.0962226;0.0750383;0.0464523
0.0342155;3.94493;0.187116;0.0713713;0.032077
0.0223345;1.92662;0.180537;0.0741824;0.0284499
0.0895253;18.2234;0.111971;0.0789474;0.0423117
0.0388122;3.79995;0.19901;0.0737171;0.024746
0.09136;21.2691;0.114591;0.0803968;0.045419
0.0879093;17.8891;0.199278;0.0732147;0.0265532
0.0560267;5.64868;0.195837;0.076587;0.0290414
0.0757536;14.1371;0.0985583;0.0802097;0.0498034
0.0389307;5.14534;0.173112;0.067999;0.0316636
0.0590804;8.12278;0.201387;0.0726946;0.0303108
0.102862;24.6458;0.123485;0.0866203;0.0484661
0.0546022;7.36791;0.179407;0.0670827;0.026001
0.0824742;14.5936;0.109536;0.075;0.0427835
0.0754717;17.8527;0.203929;0.0777979;0.0286896
0.0920815;22.4238;0.199123;0.0729946;0.0265669
0.0446117;7.30637;0.079011;0.0650363;0.038968
0.0360125;3.59786;0.188152;0.0670668;0.0253132
0.0706465;12.4687;0.103754;0.0763816;0.0477059
0.0508114;8.38335;0.16946;0.0771482;0.0303272
0.0376135;4.72892;0.185733;0.0747082;0.0303502
0.0716386;14.0668;0.0932906;0.0743117;0.0406308
0.0137894;0.940069;0.176611;0.0697428;0.0326173
0.0678011;12.4706;0.0957192;0.0848179;0.0507844
0.0454426;6.37536;0.203047;0.0764381;0.0262674
0.0618007;12.2573;0.16276;0.0665956;0.0324987
0.05913;10.1599;0.101328;0.0674655;0.0406356
0.0679511;13.8573;0.205676;0.072377;0.0247331
0.0339958;3.97646;0.163441;0.063023;0.0279812
0.0995102;19.6236;0.121681;0.0948698;0.0536221
0.0926493;24.9803;0.220521;0.0806534;0.0275651
0.0789;14.0396;0.110511;0.0814701;0.0460036
0.0834441;14.5636;0.19426;0.0733457;0.0287005
0.0214028;1.73311;0.20294;0.0693657;0.0270758
0.0628082;11.116;0.0934337;0.0851285;0.0519076
0.106339;26.3389;0.208021;0.0675291;0.025097
0.0950424;21.7138;0.113537;0.0847675;0.0503468
0.010143;0.715215;0.186476;0.0746424;0.0309493
0.0245772;2.77299;0.177061;0.07426;0.0301268
0.0330385;3.3296;0.17794;0.062435;0.0254943
0.0910036;18.9886;0.106864;0.075663;0.0405616
0.073146;13.4336;0.222475;0.0779549;0.0288535
0.0979581;23.184;0.114758;0.0858103;0.047299
0.0500655;6.21442;0.189777;0.070249;0.0277851
0.0144433;1.0948;0.170956;0.0703782;0.0294118
0.106268;27.5938;0.114522;0.0853753;0.048749
0.0860519;18.2394;0.197534;0.0608785;0.0213203
0.0623695;11.5084;0.0973382;0.0866388;0.0485386
0.0830306;15.4216;0.215101;0.0731707;0.0249092
0.0350092;4.25138;0.165833;0.0642274;0.0284285
0.0681032;13.0859;0.0923118;0.0792764;0.0457569
0.0221811;1.77819;0.17428;0.0744653;0.0330077
0.0635538;10.1302;0.0988327;0.079118;0.0487678
0.0583709;10.9801;0.183868;0.071637;0.0270629
0.00425419;0.341664;0.149428;0.0707259;0.0361606
0.0599311;9.66348;0.100239;0.0721294;0.0418987
0.0137639;1.2684;0.169402;0.0622022;0.0272631
0.123815;30.8174;0.208641;0.0748156;0.026607
0.0764381;13.5348;0.104019;0.0801156;0.0485947
0.0285562;2.61035;0.168135;0.0659194;0.0290899
0.0729888;15.9736;0.0900373;0.0660629;0.0391582
0.0197544;2.03577;0.177256;0.0686065;0.0248265
0.0274295;3.2278;0.170063;0.0781087;0.031348
0.0773236;16.5738;0.0981515;0.0728977;0.0442593
0.0460317;5.67328;0.174339;0.0724868;0.028836
0.0496862;8.91998;0.083682;0.0755753;0.0462866
0.0632169;9.34196;0.189651;0.0688184;0.0240064
0.0866824;22.4389;0.197794;0.0864198;0.0320462
0.0742726;13.563;0.106432;0.0781011;0.0438999
0.0223494;2.99727;0.152085;0.0613246;0.0245298
0.0305005;2.59437;0.201251;0.0797706;0.0278936
0.0760032;15.9272;0.100983;0.0773319;0.044911
0.0124339;1.05661;0.162698;0.0661376;0.0293651
0.0624033;10.5382;0.100825;0.0825168;0.0469314
0.06802;10.1323;0.182441;0.072502;0.0263644
0.0370091;3.91692;0.210977;0.0795569;0.0317221
0.0892626;17.8569;0.111514;0.0776197;0.0419146
0.0908136;28.4722;0.190289;0.0732283;0.0291339
0.0668401;11.3821;0.0964889;0.0759428;0.0478544
0.0527128;8.08665;0.188737;0.0761121;0.0318848
0.0289234;2.87306;0.161489;0.0664167;0.0302625
0.0623679;9.86549;0.0903805;0.0858879;0.0539112
0.064056;8.90016;0.185944;0.0689834;0.0290456
0.0619147;10.9001;0.0915713;0.0829865;0.0463059
0.071205;12.2079;0.213093;0.0709442;0.0216484
0.0176471;1.96658;0.169519;0.0671123;0.0280749
0.0670716;11.6064;0.107315;0.0850418;0.0551759
0.0930724;19.514;0.196721;0.0756214;0.0272343
0.0201238;1.51367;0.166151;0.0616615;0.0299278
